tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_stages,jpg_url,img_num,p1,p2,p3,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url
667495797102141441,2015-11-20 00:12:54,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,9.0,10.0,Philippe,,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,667495797102141441,Chihuahua,Christmas_stocking,ski_mask,514,271,8028895,12,Twitter Web Client,Original tweet,https://t.co/5NhPV8E45i
667491009379606528,2015-11-19 23:53:52,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,7.0,10.0,,,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,667491009379606528,borzoi,ice_bear,weasel,529,225,8028895,12,Twitter Web Client,Original tweet,https://t.co/ITxxcc4v9y
667530908589760512,2015-11-20 02:32:25,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",10.0,10.0,Naphaniel,,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,667530908589760512,golden_retriever,kuvasz,Labrador_retriever,461,239,8028895,12,Twitter Web Client,Original tweet,https://t.co/xoRWyQTcmy
667470559035432960,2015-11-19 22:32:36,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,11.0,10.0,,,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,667470559035432960,toy_poodle,pug,Lakeland_terrier,253,99,8028895,12,Twitter Web Client,Original tweet,https://t.co/J4vn2rOYFk
667728196545200128,2015-11-20 15:36:22,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11.0,10.0,Olive,,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,667728196545200128,kuvasz,golden_retriever,Labrador_retriever,377,152,8028895,12,Twitter Web Client,Original tweet,https://t.co/LwrCwlWwPB
667773195014021121,2015-11-20 18:35:10,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8.0,10.0,,,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,667773195014021121,West_Highland_white_terrier,pug,ice_bear,235,57,8028895,12,Twitter Web Client,Original tweet,https://t.co/ZU0i0KJyqD
667915453470232577,2015-11-21 04:00:28,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10.0,10.0,Otis,,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,667915453470232577,leatherback_turtle,boxer,terrapin,209,56,8028895,12,Twitter for iPhone,Original tweet,https://t.co/tIaaBIMlJN
667911425562669056,2015-11-21 03:44:27,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,5.0,10.0,,,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,667911425562669056,frilled_lizard,ox,triceratops,492,308,8028895,12,Twitter for iPhone,Original tweet,https://t.co/SyMoWrp368
667902449697558528,2015-11-21 03:08:47,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9.0,10.0,Cleopatricia,,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,667902449697558528,Norwegian_elkhound,malamute,Eskimo_dog,848,379,8028895,12,Twitter for iPhone,Original tweet,https://t.co/sJeHdGUt0W
667886921285246976,2015-11-21 02:07:05,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11.0,10.0,Erik,,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,667886921285246976,Pomeranian,Pekinese,Chihuahua,1878,1098,8028895,12,Twitter for iPhone,Original tweet,https://t.co/MT7Q4aDQS1
667885044254572545,2015-11-21 01:59:37,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10.0,10.0,Stu,,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,667885044254572545,malamute,golden_retriever,muzzle,810,490,8028895,12,Twitter for iPhone,Original tweet,https://t.co/7rkYZQdKEd
667878741721415682,2015-11-21 01:34:35,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,2.0,10.0,Tedrick,,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,667878741721415682,seat_belt,miniature_pinscher,schipperke,391,120,8028895,12,Twitter for iPhone,Original tweet,https://t.co/LvP1TTYSCN
667766675769573376,2015-11-20 18:09:16,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,9.0,10.0,Calvin,,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,667766675769573376,fire_engine,tow_truck,jeep,440,217,8028895,12,Twitter Web Client,Original tweet,https://t.co/3Bbba7y8Xe
667873844930215936,2015-11-21 01:15:07,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,10.0,10.0,,,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,667873844930215936,common_iguana,frilled_lizard,African_chameleon,627,408,8028895,12,Twitter for iPhone,Original tweet,https://t.co/ODqrL3zXYE
667861340749471744,2015-11-21 00:25:26,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9.0,10.0,,,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,667861340749471744,malamute,Siberian_husky,Eskimo_dog,239,78,8028895,12,Twitter for iPhone,Original tweet,https://t.co/J4GnJ5Swba
667832474953625600,2015-11-20 22:30:44,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12.0,10.0,,,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,667832474953625600,miniature_pinscher,bath_towel,Chihuahua,291,63,8028895,12,Twitter for iPhone,Original tweet,https://t.co/z1xPTgVLc7
667806454573760512,2015-11-20 20:47:20,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,10.0,10.0,Filup,,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,667806454573760512,toyshop,Chihuahua,Brabancon_griffon,1049,497,8028895,12,Twitter for iPhone,Original tweet,https://t.co/TBmDJXJB75
667801013445750784,2015-11-20 20:25:43,OMIGOD 12/10 https://t.co/SVMF4Frf1w,12.0,10.0,,,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,667801013445750784,flat-coated_retriever,Chesapeake_Bay_retriever,curly-coated_retriever,328,97,8028895,12,Twitter for iPhone,Original tweet,https://t.co/SVMF4Frf1w
667793409583771648,2015-11-20 19:55:30,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8.0,10.0,,,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,667793409583771648,dalmatian,English_setter,Great_Dane,697,334,8028895,12,Twitter for iPhone,Original tweet,https://t.co/s1z7mX4c9O
667782464991965184,2015-11-20 19:12:01,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,9.0,10.0,,,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,667782464991965184,lorikeet,hummingbird,African_grey,405,246,8028895,12,Twitter for iPhone,Original tweet,https://t.co/BY8nQAMz0x
667866724293877760,2015-11-21 00:46:50,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,10.0,10.0,Shaggy,,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,667866724293877760,jigsaw_puzzle,prayer_rug,doormat,2998,1037,8028895,12,Twitter for iPhone,Original tweet,https://t.co/SBmWbfAg6X
667455448082227200,2015-11-19 21:32:34,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,7.0,10.0,Reese,,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,667455448082227200,Tibetan_terrier,Irish_terrier,Yorkshire_terrier,189,59,8028895,12,Twitter Web Client,Original tweet,https://t.co/uLzRi1drVK
667453023279554560,2015-11-19 21:22:56,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,11.0,10.0,Cupcake,,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,667453023279554560,Labrador_retriever,French_bulldog,Staffordshire_bullterrier,305,89,8028895,12,Twitter Web Client,Original tweet,https://t.co/6uLCWR9Efa
667443425659232256,2015-11-19 20:44:47,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,6.0,10.0,,,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,667443425659232256,goose,drake,hen,773,576,8028895,12,Twitter for iPhone,Original tweet,https://t.co/rqO4I3nf2N
667090893657276420,2015-11-18 21:23:57,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7.0,10.0,Clybe,,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,667090893657276420,Chihuahua,Italian_greyhound,Pomeranian,329,126,8028896,12,Twitter for iPhone,Original tweet,https://t.co/Ks0jZtdIrr
667073648344346624,2015-11-18 20:15:26,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10.0,10.0,Dave,,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,667073648344346624,Chihuahua,pug,Brabancon_griffon,397,122,8028896,12,Twitter for iPhone,Original tweet,https://t.co/DPSamreuRq
667065535570550784,2015-11-18 19:43:11,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,8.0,10.0,,,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,667065535570550784,jigsaw_puzzle,doormat,space_heater,164,46,8028896,12,Twitter for iPhone,Original tweet,https://t.co/7JdgVqDnvR
667062181243039745,2015-11-18 19:29:52,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10.0,10.0,Keet,,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,667062181243039745,Chesapeake_Bay_retriever,vizsla,kelpie,215,54,8028896,12,Twitter for iPhone,Original tweet,https://t.co/tz1lpuvXLA
667044094246576128,2015-11-18 18:17:59,12/10 gimme now https://t.co/QZAnwgnOMB,12.0,10.0,,,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,667044094246576128,golden_retriever,Labrador_retriever,seat_belt,183,50,8028896,12,Twitter for iPhone,Original tweet,https://t.co/QZAnwgnOMB
667119796878725120,2015-11-18 23:18:48,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10.0,10.0,Gabe,,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,667119796878725120,Pembroke,Chihuahua,toy_poodle,326,127,8028896,12,Twitter for iPhone,Original tweet,https://t.co/3LZrJzg3BJ
667012601033924608,2015-11-18 16:12:51,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,9.0,10.0,Klevin,,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,667012601033924608,hyena,African_hunting_dog,coyote,442,221,8028896,12,Twitter for iPhone,Original tweet,https://t.co/bATAbPNv0m
666983947667116034,2015-11-18 14:18:59,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,11.0,10.0,,,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,666983947667116034,swab,chain_saw,wig,2520,974,8028896,12,Twitter for iPhone,Original tweet,https://t.co/cyDfaK8NBc
666837028449972224,2015-11-18 04:35:11,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,3.0,10.0,,,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,666837028449972224,triceratops,armadillo,common_iguana,802,549,8028896,12,Twitter for iPhone,Original tweet,https://t.co/xYGdBrMS9h
666835007768551424,2015-11-18 04:27:09,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10.0,10.0,,,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,666835007768551424,Airedale,toy_poodle,teddy,210,80,8028896,12,Twitter for iPhone,Original tweet,https://t.co/ZnEMHBsAs1
666826780179869698,2015-11-18 03:54:28,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12.0,10.0,,,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,666826780179869698,Maltese_dog,teddy,West_Highland_white_terrier,249,96,8028896,12,Twitter for iPhone,Original tweet,https://t.co/V6ZzG45zzG
666817836334096384,2015-11-18 03:18:55,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9.0,10.0,Jeph,,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,666817836334096384,miniature_schnauzer,standard_schnauzer,giant_schnauzer,512,247,8028896,12,Twitter for iPhone,Original tweet,https://t.co/8whlkYw3mO
666804364988780544,2015-11-18 02:25:23,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8.0,10.0,Jockson,,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,666804364988780544,English_setter,Brittany_spaniel,Ibizan_hound,235,92,8028896,12,Twitter for iPhone,Original tweet,https://t.co/RdKbAOEpDK
666996132027977728,2015-11-18 15:07:24,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10.0,10.0,Carll,,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,666996132027977728,hay,Rottweiler,water_buffalo,243,94,8028896,12,Twitter for iPhone,Original tweet,https://t.co/SVpNbhaIMk
667138269671505920,2015-11-19 00:32:12,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10.0,10.0,,,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,667138269671505920,West_Highland_white_terrier,Samoyed,toy_poodle,4559,2194,8028896,12,Twitter for iPhone,Original tweet,https://t.co/0DvHAMdA4V
667152164079423490,2015-11-19 01:27:25,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12.0,10.0,Pipsy,,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,667152164079423490,toy_poodle,Pomeranian,miniature_poodle,47310,16976,8028896,12,Twitter for iPhone,Original tweet,https://t.co/h9R0EwKd9X
667160273090932737,2015-11-19 01:59:39,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11.0,10.0,Bradlay,,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,667160273090932737,golden_retriever,miniature_poodle,standard_poodle,254,62,8028896,12,Twitter for iPhone,Original tweet,https://t.co/DKhgkMx4N1
667437278097252352,2015-11-19 20:20:22,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,10.0,10.0,,,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,667437278097252352,porcupine,bath_towel,badger,447,237,8028895,12,Twitter for iPhone,Original tweet,https://t.co/97HuBrVuOx
667435689202614272,2015-11-19 20:14:03,Ermergerd 12/10 https://t.co/PQni2sjPsm,12.0,10.0,,,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,667435689202614272,Rottweiler,miniature_pinscher,black-and-tan_coonhound,302,83,8028895,12,Twitter for iPhone,Original tweet,https://t.co/PQni2sjPsm
667405339315146752,2015-11-19 18:13:27,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7.0,10.0,Biden,,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,667405339315146752,Saint_Bernard,Leonberg,golden_retriever,461,220,8028895,12,Twitter for iPhone,Original tweet,https://t.co/3Fm9PwLju1
667393430834667520,2015-11-19 17:26:08,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8.0,10.0,Fwed,,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,667393430834667520,papillon,Border_collie,collie,190,55,8028895,12,Twitter for iPhone,Original tweet,https://t.co/A37eGLz5WS
667369227918143488,2015-11-19 15:49:57,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,10.0,10.0,,,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,667369227918143488,teddy,bath_towel,Christmas_stocking,363,163,8028895,12,Twitter for iPhone,Original tweet,https://t.co/LEaviT37v1
667211855547486208,2015-11-19 05:24:37,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9.0,10.0,Genevieve,,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,667211855547486208,golden_retriever,Labrador_retriever,kuvasz,487,242,8028895,12,Twitter for iPhone,Original tweet,https://t.co/azEoGqVonH
667200525029539841,2015-11-19 04:39:35,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11.0,10.0,Joshwa,,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,667200525029539841,Siberian_husky,malamute,Eskimo_dog,606,260,8028895,12,Twitter for iPhone,Original tweet,https://t.co/60xYFRATPZ
667192066997374976,2015-11-19 04:05:59,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12.0,10.0,,,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,667192066997374976,Rottweiler,miniature_pinscher,black-and-tan_coonhound,382,106,8028895,12,Twitter for iPhone,Original tweet,https://t.co/QCugm5ydl6
667188689915760640,2015-11-19 03:52:34,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,10.0,10.0,,,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,667188689915760640,vacuum,swab,toilet_tissue,738,413,8028896,12,Twitter for iPhone,Original tweet,https://t.co/8uCMwS9CbV
667182792070062081,2015-11-19 03:29:07,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10.0,10.0,Timison,,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,667182792070062081,golden_retriever,Irish_setter,Chesapeake_Bay_retriever,14235,6179,8028896,12,Twitter for iPhone,Original tweet,https://t.co/s2yYuHabWl
667177989038297088,2015-11-19 03:10:02,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8.0,10.0,,,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,667177989038297088,vizsla,Chesapeake_Bay_retriever,Weimaraner,190,54,8028896,12,Twitter for iPhone,Original tweet,https://t.co/jpaeu6LNmW
667176164155375616,2015-11-19 03:02:47,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4.0,10.0,,,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,667176164155375616,soft-coated_wheaten_terrier,Lakeland_terrier,toy_poodle,608,463,8028896,12,Twitter for iPhone,Original tweet,https://t.co/PZxSarAfSN
667174963120574464,2015-11-19 02:58:01,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9.0,10.0,Clarence,,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,667174963120574464,toy_poodle,Chihuahua,bluetick,239,82,8028896,12,Twitter for iPhone,Original tweet,https://t.co/fGDWgukcBs
667171260800061440,2015-11-19 02:43:18,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10.0,10.0,Kenneth,,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,667171260800061440,giant_schnauzer,Lakeland_terrier,Irish_water_spaniel,219,88,8028896,12,Twitter for iPhone,Original tweet,https://t.co/6RHNRsByOY
667165590075940865,2015-11-19 02:20:46,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10.0,10.0,Churlie,,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,667165590075940865,miniature_pinscher,Rottweiler,beagle,2668,1131,8028896,12,Twitter for iPhone,Original tweet,https://t.co/li2XYBVuAY
667924896115245057,2015-11-21 04:37:59,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9.0,10.0,Jiminy,,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,667924896115245057,Labrador_retriever,hog,Newfoundland,301,113,8028895,12,Twitter for iPhone,Original tweet,https://t.co/fW6kIPFGD2
667937095915278337,2015-11-21 05:26:27,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,3.0,10.0,,,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,667937095915278337,hamster,guinea_pig,Band_Aid,1261,792,8028895,12,Twitter for iPhone,Original tweet,https://t.co/x89NSCEZCq
668113020489474048,2015-11-21 17:05:31,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6.0,10.0,Alfie,,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,668113020489474048,Pembroke,Cardigan,collie,667,243,8028895,12,Twitter for iPhone,Original tweet,https://t.co/GCJzm3YsfX
668142349051129856,2015-11-21 19:02:04,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,2.0,10.0,,,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,668142349051129856,Angora,hen,wood_rabbit,569,284,8028895,12,Twitter for iPhone,Original tweet,https://t.co/DnhUw0aBM2
